	competition	competition_rep	time	population	sample_rep	dilution	pop_size	density	Unnamed: 8
958	2C-2	2	8	rfp	1	-2	1418421052.6315792	1078000.0	
959	2C-2	2	8	rfp	1	-3			
960	2C-2	2	8	rfp	2	-2	1342105263.157895	1020000.0	
961	2C-2	2	8	rfp	2	-3			
962	2C-2	2	8	rfp	3	-2	1278947368.421053	972000.0	
963	2C-2	2	8	rfp	3	-3	1078947368.421053	820000.0	
964	2C-2	2	8	gfp-rfp	1	-2	5263157.894736843	4000.0	
965	2C-2	2	8	gfp-rfp	1	-3			
966	2C-2	2	8	gfp-rfp	2	-2	5263157.894736843	4000.0	
967	2C-2	2	8	gfp-rfp	2	-3			
968	2C-2	2	8	gfp-rfp	3	-2	2631578.9473684216	2000.0	
969	2C-2	2	8	gfp-rfp	3	-3	0.0	0.0	
970	2C-2	2	8	total	1	-2	62010526315.78949	47128000.0	
971	2C-2	2	8	total	1	-3			
972	2C-2	2	8	total	2	-2	64960526315.78949	49370000.0	
973	2C-2	2	8	total	2	-3			
974	2C-2	2	8	total	3	-2	61252631578.94738	46552000.0	
975	2C-2	2	8	total	3	-3	43526315789.473694	33080000.0	
976	2C-3	2	8	gfp	1	-2	34741304347.82609	31962000.0	
977	2C-3	2	8	gfp	1	-3			
978	2C-3	2	8	gfp	2	-2	29636956521.739132	27266000.0	
979	2C-3	2	8	gfp	2	-3			
980	2C-3	2	8	gfp	3	-2	32923913043.478264	30290000.0	
981	2C-3	2	8	gfp	3	-3	29956521739.130436	27560000.0	
982	2C-3	2	8	rfp	1	-2	1626086956.5217392	1496000.0	
983	2C-3	2	8	rfp	1	-3			
984	2C-3	2	8	rfp	2	-2	1304347826.0869567	1200000.0	
985	2C-3	2	8	rfp	2	-3			
986	2C-3	2	8	rfp	3	-2	1493478260.8695652	1374000.0	
987	2C-3	2	8	rfp	3	-3	1630434782.6086957	1500000.0	
988	2C-3	2	8	gfp-rfp	1	-2	0.0	0.0	
989	2C-3	2	8	gfp-rfp	1	-3			
990	2C-3	2	8	gfp-rfp	2	-2	2173913.043478261	2000.0	
991	2C-3	2	8	gfp-rfp	2	-3			
992	2C-3	2	8	gfp-rfp	3	-2	0.0	0.0	
993	2C-3	2	8	gfp-rfp	3	-3	0.0	0.0	
994	2C-3	2	8	total	1	-2	36367391304.347824	33458000.0	
995	2C-3	2	8	total	1	-3			
996	2C-3	2	8	total	2	-2	30945652173.913044	28470000.0	
997	2C-3	2	8	total	2	-3			
998	2C-3	2	8	total	3	-2	34417391304.34783	31664000.0	
999	2C-3	2	8	total	3	-3	31586956521.739132	29060000.0	
1000	4D-2	2	8	gfp	1	-2	35049999999.99999	19628000.0	
1001	4D-2	2	8	gfp	1	-3			
1002	4D-2	2	8	gfp	2	-2	39285714285.71427	22000000.0	
1003	4D-2	2	8	gfp	2	-3			
1004	4D-2	2	8	gfp	3	-2	43642857142.85713	24440000.0	
1005	4D-2	2	8	gfp	3	-3	16999999999.999994	9520000.0	
1006	4D-2	2	8	rfp	1	-2	16821428571.428566	9420000.0	
1007	4D-2	2	8	rfp	1	-3			
1008	4D-2	2	8	rfp	2	-2	18846428571.428566	10554000.0	
1009	4D-2	2	8	rfp	2	-3			
1010	4D-2	2	8	rfp	3	-2	19482142857.142853	10910000.0	
1011	4D-2	2	8	rfp	3	-3	8249999999.999997	4620000.0	
1012	4D-2	2	8	gfp-rfp	1	-2	28571428.571428563	16000.0	
1013	4D-2	2	8	gfp-rfp	1	-3			
1014	4D-2	2	8	gfp-rfp	2	-2	53571428.57142855	30000.0	
1015	4D-2	2	8	gfp-rfp	2	-3			
1016	4D-2	2	8	gfp-rfp	3	-2	39285714.285714276	22000.0	
1017	4D-2	2	8	gfp-rfp	3	-3	0.0	0.0	
1018	4D-2	2	8	total	1	-2	51928571428.57142	29080000.0	
1019	4D-2	2	8	total	1	-3			
1020	4D-2	2	8	total	2	-2	58239285714.2857	32614000.0	
1021	4D-2	2	8	total	2	-3			
1022	4D-2	2	8	total	3	-2	63203571428.57141	35394000.0	
1023	4D-2	2	8	total	3	-3	25249999999.999992	14140000.0	
1024	4D-3	2	8	gfp	1	-2	25687499999.999992	16440000.0	
1025	4D-3	2	8	gfp	1	-3			
1026	4D-3	2	8	gfp	2	-2	21206249999.999996	13572000.0	
1027	4D-3	2	8	gfp	2	-3			
1028	4D-3	2	8	gfp	3	-2	21465624999.999996	13738000.0	
1029	4D-3	2	8	gfp	3	-3	8531249999.999998	5460000.0	
1030	4D-3	2	8	rfp	1	-2	29949999999.999992	19168000.0	
1031	4D-3	2	8	rfp	1	-3			
1032	4D-3	2	8	rfp	2	-2	23656249999.999992	15140000.0	
1033	4D-3	2	8	rfp	2	-3			
1034	4D-3	2	8	rfp	3	-2	23831249999.999992	15252000.0	
1035	4D-3	2	8	rfp	3	-3	9531249999.999998	6100000.0	
1036	4D-3	2	8	gfp-rfp	1	-2	34374999.99999999	22000.0	
1037	4D-3	2	8	gfp-rfp	1	-3			
1038	4D-3	2	8	gfp-rfp	2	-2	24999999.999999993	16000.0	
1039	4D-3	2	8	gfp-rfp	2	-3			
1040	4D-3	2	8	gfp-rfp	3	-2	24999999.999999993	16000.0	
1041	4D-3	2	8	gfp-rfp	3	-3	0.0	0.0	
1042	4D-3	2	8	total	1	-2	55706249999.999985	35652000.0	
1043	4D-3	2	8	total	1	-3			
1044	4D-3	2	8	total	2	-2	44912499999.999985	28744000.0	
1045	4D-3	2	8	total	2	-3			
1046	4D-3	2	8	total	3	-2	45346874999.999985	29022000.0	
1047	4D-3	2	8	total	3	-3	18062499999.999996	11560000.0	
1048	4E-2	2	8	gfp	1	-2	48926470588.23529	33270000.0	
1049	4E-2	2	8	gfp	1	-3			
1050	4E-2	2	8	gfp	2	-2	53452941176.47058	36348000.0	
1051	4E-2	2	8	gfp	2	-3			
1052	4E-2	2	8	gfp	3	-2	50297058823.52941	34202000.0	
1053	4E-2	2	8	gfp	3	-3	13058823529.411764	8880000.0	
1054	4E-2	2	8	rfp	1	-2	4555882352.941176	3098000.0	
1055	4E-2	2	8	rfp	1	-3			
1056	4E-2	2	8	rfp	2	-2	5114705882.352941	3478000.0	
1057	4E-2	2	8	rfp	2	-3			
1058	4E-2	2	8	rfp	3	-2	4641176470.588235	3156000.0	
1059	4E-2	2	8	rfp	3	-3	999999999.9999999	680000.0	
1060	4E-2	2	8	gfp-rfp	1	-2	2941176.470588235	2000.0	
1061	4E-2	2	8	gfp-rfp	1	-3			
1062	4E-2	2	8	gfp-rfp	2	-2	8823529.411764706	6000.0	
1063	4E-2	2	8	gfp-rfp	2	-3			
1064	4E-2	2	8	gfp-rfp	3	-2	2941176.470588235	2000.0	
1065	4E-2	2	8	gfp-rfp	3	-3	0.0	0.0	
1066	4E-2	2	8	total	1	-2	53488235294.117645	36372000.0	
1067	4E-2	2	8	total	1	-3			
1068	4E-2	2	8	total	2	-2	58585294117.64706	39838000.0	
1069	4E-2	2	8	total	2	-3			
1070	4E-2	2	8	total	3	-2	54944117647.05882	37362000.0	
1071	4E-2	2	8	total	3	-3	14058823529.411764	9560000.0	
1072	4E-3	2	8	gfp	1	-2	33240624999.999992	21274000.0	
1073	4E-3	2	8	gfp	1	-3			
1074	4E-3	2	8	gfp	2	-2	26912499999.999992	17224000.0	
1075	4E-3	2	8	gfp	2	-3			
1076	4E-3	2	8	gfp	3	-2	31253124999.999992	20002000.0	
1077	4E-3	2	8	gfp	3	-3	0.0	0.0	
1078	4E-3	2	8	rfp	1	-2	7337499999.999998	4696000.0	
1079	4E-3	2	8	rfp	1	-3			
1080	4E-3	2	8	rfp	2	-2	5768749999.999998	3692000.0	
1081	4E-3	2	8	rfp	2	-3			
1082	4E-3	2	8	rfp	3	-2	6903124999.999998	4418000.0	
1083	4E-3	2	8	rfp	3	-3	0.0	0.0	
1084	4E-3	2	8	gfp-rfp	1	-2	3124999.999999999	2000.0	
1085	4E-3	2	8	gfp-rfp	1	-3			
1086	4E-3	2	8	gfp-rfp	2	-2	0.0	0.0	
1087	4E-3	2	8	gfp-rfp	2	-3			
1088	4E-3	2	8	gfp-rfp	3	-2	6249999.999999998	4000.0	
1089	4E-3	2	8	gfp-rfp	3	-3	0.0	0.0	
1090	4E-3	2	8	total	1	-2	40584374999.99999	25974000.0	
1091	4E-3	2	8	total	1	-3			
1092	4E-3	2	8	total	2	-2	32681249999.999992	20916000.0	
1093	4E-3	2	8	total	2	-3			
1094	4E-3	2	8	total	3	-2	38168749999.99999	24428000.0	
1095	4E-3	2	8	total	3	-3	0.0	0.0	
1096	8F-2	2	8	gfp	1	-2	47907692307.69233	24912000.0	
1097	8F-2	2	8	gfp	1	-3			
1098	8F-2	2	8	gfp	2	-2	69811538461.5385	36302000.0	
1099	8F-2	2	8	gfp	2	-3			
1100	8F-2	2	8	gfp	3	-2	51142307692.30772	26594000.0	
1101	8F-2	2	8	gfp	3	-3	0.0	0.0	
1102	8F-2	2	8	rfp	1	-2	15057692307.692316	7830000.0	
1103	8F-2	2	8	rfp	1	-3			
1104	8F-2	2	8	rfp	2	-2	21326923076.923088	11090000.0	
1105	8F-2	2	8	rfp	2	-3			
1106	8F-2	2	8	rfp	3	-2	15503846153.84616	8062000.0	
1107	8F-2	2	8	rfp	3	-3	0.0	0.0	
1108	8F-2	2	8	gfp-rfp	1	-2	11538461.538461544	6000.0	
1109	8F-2	2	8	gfp-rfp	1	-3			
1110	8F-2	2	8	gfp-rfp	2	-2	76923076.92307696	40000.0	
1111	8F-2	2	8	gfp-rfp	2	-3			
1112	8F-2	2	8	gfp-rfp	3	-2	34615384.61538463	18000.0	
1113	8F-2	2	8	gfp-rfp	3	-3	0.0	0.0	
1114	8F-2	2	8	total	1	-2	62988461538.46156	32754000.0	
1115	8F-2	2	8	total	1	-3			
1116	8F-2	2	8	total	2	-2	91292307692.30774	47472000.0	
1117	8F-2	2	8	total	2	-3			
1118	8F-2	2	8	total	3	-2	66715384615.38464	34692000.0	
1119	8F-2	2	8	total	3	-3	0.0	0.0	
1120	8F-3	2	8	gfp	1	-2	40149999999.999985	22484000.0	
1121	8F-3	2	8	gfp	1	-3			
1122	8F-3	2	8	gfp	2	-2	34967857142.85713	19582000.0	
1123	8F-3	2	8	gfp	2	-3			
1124	8F-3	2	8	gfp	3	-2	41249999999.999985	23100000.0	
1125	8F-3	2	8	gfp	3	-3	0.0	0.0	
1126	8F-3	2	8	rfp	1	-2	25567857142.857136	14318000.0	
1127	8F-3	2	8	rfp	1	-3			
1128	8F-3	2	8	rfp	2	-2	22328571428.571423	12504000.0	
1129	8F-3	2	8	rfp	2	-3			
1130	8F-3	2	8	rfp	3	-2	25460714285.71428	14258000.0	
1131	8F-3	2	8	rfp	3	-3	0.0	0.0	
1132	8F-3	2	8	gfp-rfp	1	-2	53571428.57142855	30000.0	
1133	8F-3	2	8	gfp-rfp	1	-3			
1134	8F-3	2	8	gfp-rfp	2	-2	39285714.285714276	22000.0	
1135	8F-3	2	8	gfp-rfp	2	-3			
1136	8F-3	2	8	gfp-rfp	3	-2	57142857.14285713	32000.0	
1137	8F-3	2	8	gfp-rfp	3	-3	0.0	0.0	
1138	8F-3	2	8	total	1	-2	65824999999.99998	36862000.0	
1139	8F-3	2	8	total	1	-3			
1140	8F-3	2	8	total	2	-2	57374999999.999985	32130000.0	
1141	8F-3	2	8	total	2	-3			
1142	8F-3	2	8	total	3	-2	66824999999.99998	37422000.0	
1143	8F-3	2	8	total	3	-3	0.0	0.0	
1144	WTctrl	2	8	gfp	1	-2	83742857142.85712	46896000.0	
1145	WTctrl	2	8	gfp	1	-3	105464285714.28569	59060000.0	
1146	WTctrl	2	8	gfp	2	-2	92628571428.5714	51872000.0	
1147	WTctrl	2	8	gfp	2	-3	90357142857.14284	50600000.0	
1148	WTctrl	2	8	gfp	3	-2	91235714285.71426	51092000.0	
1149	WTctrl	2	8	gfp	3	-3	138142857142.85712	77360000.0	
1150	WTctrl	2	8	gfp	4	-2	106382142857.14282	59574000.0	
1151	WTctrl	2	8	gfp	4	-3	121285714285.71425	67920000.0	
1152	WTctrl	2	8	gfp	5	-2	106503571428.5714	59642000.0	
1153	WTctrl	2	8	gfp	5	-3	121428571428.5714	68000000.0	
1154	WTctrl	2	8	gfp	6	-2	120928571428.5714	67720000.0	
1155	WTctrl	2	8	gfp	6	-3	180999999999.99994	101360000.0	
1156	WTctrl	2	8	gfp	7	-2	111292857142.85712	62324000.0	
1157	WTctrl	2	8	gfp	7	-3	119607142857.14282	66980000.0	
1158	WTctrl	2	8	gfp	8	-2	122378571428.5714	68532000.0	
1159	WTctrl	2	8	gfp	8	-3	119749999999.99997	67060000.0	
1160	WTctrl	2	8	total	1	-2	83742857142.85712	46896000.0	
1161	WTctrl	2	8	total	1	-3	105464285714.28569	59060000.0	
1162	WTctrl	2	8	total	2	-2	92628571428.5714	51872000.0	
1163	WTctrl	2	8	total	2	-3	90357142857.14284	50600000.0	
1164	WTctrl	2	8	total	3	-2	91235714285.71426	51092000.0	
1165	WTctrl	2	8	total	3	-3	138142857142.85712	77360000.0	
1166	WTctrl	2	8	total	4	-2	106382142857.14282	59574000.0	
1167	WTctrl	2	8	total	4	-3	121285714285.71425	67920000.0	
1168	WTctrl	2	8	total	5	-2	106503571428.5714	59642000.0	
1169	WTctrl	2	8	total	5	-3	121428571428.5714	68000000.0	
1170	WTctrl	2	8	total	6	-2	120928571428.5714	67720000.0	
1171	WTctrl	2	8	total	6	-3	180999999999.99994	101360000.0	
1172	WTctrl	2	8	total	7	-2	111292857142.85712	62324000.0	
1173	WTctrl	2	8	total	7	-3	119607142857.14282	66980000.0	
1174	WTctrl	2	8	total	8	-2	122378571428.5714	68532000.0	
1175	WTctrl	2	8	total	8	-3	119749999999.99997	67060000.0	
1176	2A-1	2	12	gfp	1	-2	29734791162227.562	157190000.0	
1177	2A-1	2	12	gfp	1	-3			
1178	2A-1	2	12	gfp	2	-2	22953238498789.312	121340000.0	
1179	2A-1	2	12	gfp	2	-3			
1180	2A-1	2	12	gfp	3	-2	25481991525423.69	134708000.0	
1181	2A-1	2	12	gfp	3	-3	0.0	0.0	
1182	2A-1	2	12	rfp	1	-2	4026558716707.016	21286000.0	
1183	2A-1	2	12	rfp	1	-3			
1184	2A-1	2	12	rfp	2	-2	3163211259079.8984	16722000.0	
1185	2A-1	2	12	rfp	2	-3			
1186	2A-1	2	12	rfp	3	-2	3558187046004.8374	18810000.0	
1187	2A-1	2	12	rfp	3	-3	0.0	0.0	
1188	2A-1	2	12	gfp-rfp	1	-2	32157990314.76993	170000.0	
1189	2A-1	2	12	gfp-rfp	1	-3			
1190	2A-1	2	12	gfp-rfp	2	-2	24591404358.353477	130000.0	
1191	2A-1	2	12	gfp-rfp	2	-3			
1192	2A-1	2	12	gfp-rfp	3	-2	37076271186.44063	196000.0	
1193	2A-1	2	12	gfp-rfp	3	-3	0.0	0.0	
1194	2A-1	2	12	total	1	-2	33825665859564.117	178816000.0	
1195	2A-1	2	12	total	1	-3			
1196	2A-1	2	12	total	2	-2	26165632566585.918	138322000.0	
1197	2A-1	2	12	total	2	-3			
1198	2A-1	2	12	total	3	-2	29114331113801.41	153910000.0	
1199	2A-1	2	12	total	3	-3	0.0	0.0	
1200	2A-2	2	12	gfp	1	-2	23362537955465.598	147726000.0	
1201	2A-2	2	12	gfp	1	-3			
1202	2A-2	2	12	gfp	2	-2	18120888157894.746	114582000.0	
1203	2A-2	2	12	gfp	2	-3			
1204	2A-2	2	12	gfp	3	-2	22902011639676.12	144814000.0	
1205	2A-2	2	12	gfp	3	-3	0.0	0.0	
1206	2A-2	2	12	rfp	1	-2	9006515688259.113	56950000.0	
1207	2A-2	2	12	rfp	1	-3			
1208	2A-2	2	12	rfp	2	-2	6847165991902.837	43296000.0	
1209	2A-2	2	12	rfp	2	-3			
1210	2A-2	2	12	rfp	3	-2	8663018724696.36	54778000.0	
1211	2A-2	2	12	rfp	3	-3	0.0	0.0	
1212	2A-2	2	12	gfp-rfp	1	-2	58514676113.36035	370000.0	
1213	2A-2	2	12	gfp-rfp	1	-3			
1214	2A-2	2	12	gfp-rfp	2	-2	49342105263.15791	312000.0	
1215	2A-2	2	12	gfp-rfp	2	-3			
1216	2A-2	2	12	gfp-rfp	3	-2	86981275303.64377	550000.0	
1217	2A-2	2	12	gfp-rfp	3	-3	0.0	0.0	
1218	2A-2	2	12	total	1	-2	32486082995951.43	205416000.0	
1219	2A-2	2	12	total	1	-3			
1220	2A-2	2	12	total	2	-2	25066738360323.9	158502000.0	
1221	2A-2	2	12	total	2	-3			
1222	2A-2	2	12	total	3	-2	31738992914979.77	200692000.0	
1223	2A-2	2	12	total	3	-3	0.0	0.0	
1224	2A-3	2	12	gfp	1	-2	9521759259259.256	41134000.0	
1225	2A-3	2	12	gfp	1	-3			
1226	2A-3	2	12	gfp	2	-2	9928240740740.736	42890000.0	
1227	2A-3	2	12	gfp	2	-3			
1228	2A-3	2	12	gfp	3	-2	8807407407407.404	38048000.0	
1229	2A-3	2	12	gfp	3	-3	0.0	0.0	
1230	2A-3	2	12	rfp	1	-2	9156944444444.441	39558000.0	
1231	2A-3	2	12	rfp	1	-3			
1232	2A-3	2	12	rfp	2	-2	9665277777777.773	41754000.0	
1233	2A-3	2	12	rfp	2	-3			
1234	2A-3	2	12	rfp	3	-2	8339351851851.849	36026000.0	
1235	2A-3	2	12	rfp	3	-3	0.0	0.0	
1236	2A-3	2	12	gfp-rfp	1	-2	29629629629.629616	128000.0	
1237	2A-3	2	12	gfp-rfp	1	-3			
1238	2A-3	2	12	gfp-rfp	2	-2	31944444444.44443	138000.0	
1239	2A-3	2	12	gfp-rfp	2	-3			
1240	2A-3	2	12	gfp-rfp	3	-2	22685185185.185177	98000.0	
1241	2A-3	2	12	gfp-rfp	3	-3	0.0	0.0	
1242	2A-3	2	12	total	1	-2	18737962962962.953	80948000.0	
1243	2A-3	2	12	total	1	-3			
1244	2A-3	2	12	total	2	-2	19657407407407.4	84920000.0	
1245	2A-3	2	12	total	2	-3			
1246	2A-3	2	12	total	3	-2	17192129629629.625	74270000.0	
1247	2A-3	2	12	total	3	-3	0.0	0.0	
1248	2B-1	2	12	gfp	1	-2	42200091575091.555	221196000.0	
1249	2B-1	2	12	gfp	1	-3			
1250	2B-1	2	12	gfp	2	-2	45283119658119.64	237356000.0	
1251	2B-1	2	12	gfp	2	-3			
1252	2B-1	2	12	gfp	3	-2	43683989621489.6	228974000.0	
1253	2B-1	2	12	gfp	3	-3	0.0	0.0	
1254	2B-1	2	12	rfp	1	-2	573107448107.4479	3004000.0	
1255	2B-1	2	12	rfp	1	-3			
1256	2B-1	2	12	rfp	2	-2	634157509157.5089	3324000.0	
1257	2B-1	2	12	rfp	2	-3			
1258	2B-1	2	12	rfp	3	-2	588751526251.526	3086000.0	
1259	2B-1	2	12	rfp	3	-3	0.0	0.0	
1260	2B-1	2	12	gfp-rfp	1	-2	5723443223.443221	30000.0	
1261	2B-1	2	12	gfp-rfp	1	-3			
1262	2B-1	2	12	gfp-rfp	2	-2	8775946275.946272	46000.0	
1263	2B-1	2	12	gfp-rfp	2	-3			
1264	2B-1	2	12	gfp-rfp	3	-2	7249694749.694746	38000.0	
1265	2B-1	2	12	gfp-rfp	3	-3	0.0	0.0	
1266	2B-1	2	12	total	1	-2	42784645909645.88	224260000.0	
1267	2B-1	2	12	total	1	-3			
1268	2B-1	2	12	total	2	-2	45934829059829.04	240772000.0	
1269	2B-1	2	12	total	2	-3			
1270	2B-1	2	12	total	3	-2	44287240537240.516	232136000.0	
1271	2B-1	2	12	total	3	-3	0.0	0.0	
1272	2B-2	2	12	gfp	1	-2	25189519961977.2	169596000.0	
1273	2B-2	2	12	gfp	1	-3			
1274	2B-2	2	12	gfp	2	-2	21729443916349.82	146300000.0	
1275	2B-2	2	12	gfp	2	-3			
1276	2B-2	2	12	gfp	3	-2	23122326520912.56	155678000.0	
1277	2B-2	2	12	gfp	3	-3	0.0	0.0	
1278	2B-2	2	12	rfp	1	-2	937202946768.0613	6310000.0	
1279	2B-2	2	12	rfp	1	-3			
1280	2B-2	2	12	rfp	2	-2	749762357414.449	5048000.0	
1281	2B-2	2	12	rfp	2	-3			
1282	2B-2	2	12	rfp	3	-2	794914448669.2019	5352000.0	
1283	2B-2	2	12	rfp	3	-3	0.0	0.0	
1284	2B-2	2	12	gfp-rfp	1	-2	3861692015.2091274	26000.0	
1285	2B-2	2	12	gfp-rfp	1	-3			
1286	2B-2	2	12	gfp-rfp	2	-2	7426330798.479091	50000.0	
1287	2B-2	2	12	gfp-rfp	2	-3			
1288	2B-2	2	12	gfp-rfp	3	-2	5644011406.84411	38000.0	
1289	2B-2	2	12	gfp-rfp	3	-3	0.0	0.0	
1290	2B-2	2	12	total	1	-2	26134446292775.68	175958000.0	
1291	2B-2	2	12	total	1	-3			
1292	2B-2	2	12	total	2	-2	22494058935361.227	151448000.0	
1293	2B-2	2	12	total	2	-3			
1294	2B-2	2	12	total	3	-2	23928528992395.45	161106000.0	
1295	2B-2	2	12	total	3	-3	0.0	0.0	
1296	2B-3	2	12	gfp	1	-2	10523305084745.77	89406000.0	
1297	2B-3	2	12	gfp	1	-3			
1298	2B-3	2	12	gfp	2	-2	11212570621468.934	95262000.0	
1299	2B-3	2	12	gfp	2	-3			
1300	2B-3	2	12	gfp	3	-2	10136770244821.1	86122000.0	
1301	2B-3	2	12	gfp	3	-3	0.0	0.0	
1302	2B-3	2	12	rfp	1	-2	1013418079096.0459	8610000.0	
1303	2B-3	2	12	rfp	1	-3			
1304	2B-3	2	12	rfp	2	-2	1036252354048.9648	8804000.0	
1305	2B-3	2	12	rfp	2	-3			
1306	2B-3	2	12	rfp	3	-2	926553672316.3848	7872000.0	
1307	2B-3	2	12	rfp	3	-3	0.0	0.0	
1308	2B-3	2	12	gfp-rfp	1	-2	4001883239.171377	34000.0	
1309	2B-3	2	12	gfp-rfp	1	-3			
1310	2B-3	2	12	gfp-rfp	2	-2	6826741996.233526	58000.0	
1311	2B-3	2	12	gfp-rfp	2	-3			
1312	2B-3	2	12	gfp-rfp	3	-2	4237288135.593223	36000.0	
1313	2B-3	2	12	gfp-rfp	3	-3	0.0	0.0	
1314	2B-3	2	12	total	1	-2	11544726930320.158	98084000.0	
1315	2B-3	2	12	total	1	-3			
1316	2B-3	2	12	total	2	-2	12262476459510.365	104182000.0	
1317	2B-3	2	12	total	2	-3			
1318	2B-3	2	12	total	3	-2	11071798493408.67	94066000.0	
1319	2B-3	2	12	total	3	-3	0.0	0.0	
1320	2C-1	2	12	gfp	1	-2	74220716178213.58	196648000.0	
1321	2C-1	2	12	gfp	1	-3			
1322	2C-1	2	12	gfp	2	-2	61458321966982.78	162834000.0	
1323	2C-1	2	12	gfp	2	-3			
1324	2C-1	2	12	gfp	3	-2	91149174957480.27	241500000.0	
1325	2C-1	2	12	gfp	3	-3	0.0	0.0	
1326	2C-1	2	12	rfp	1	-2	107944778624.5936	286000.0	
1327	2C-1	2	12	rfp	1	-3			
1328	2C-1	2	12	rfp	2	-2	85299020871.18236	226000.0	
1329	2C-1	2	12	rfp	2	-3			
1330	2C-1	2	12	rfp	3	-2	127571102010.88335	338000.0	
1331	2C-1	2	12	rfp	3	-3	0.0	0.0	
1332	2C-1	2	12	gfp-rfp	1	-2	754858591.7803749	2000.0	
1333	2C-1	2	12	gfp-rfp	1	-3			
1334	2C-1	2	12	gfp-rfp	2	-2	0.0	0.0	
1335	2C-1	2	12	gfp-rfp	2	-3			
1336	2C-1	2	12	gfp-rfp	3	-2	4529151550.682249	12000.0	
1337	2C-1	2	12	gfp-rfp	3	-3	0.0	0.0	
1338	2C-1	2	12	total	1	-2	74330170674021.73	196938000.0	
1339	2C-1	2	12	total	1	-3			
1340	2C-1	2	12	total	2	-2	61543620987853.96	163060000.0	
1341	2C-1	2	12	total	2	-3			
1342	2C-1	2	12	total	3	-2	91285804362592.52	241862000.0	
1343	2C-1	2	12	total	3	-3	0.0	0.0	
1344	2C-2	2	12	gfp	1	-2	48076069278463.984	191684000.0	
1345	2C-2	2	12	gfp	1	-3			
1346	2C-2	2	12	gfp	2	-2	36620118127803.93	146008000.0	
1347	2C-2	2	12	gfp	2	-3			
1348	2C-2	2	12	gfp	3	-2	59784835884940.33	238368000.0	
1349	2C-2	2	12	gfp	3	-3	0.0	0.0	
1350	2C-2	2	12	rfp	1	-2	160016131756.74557	638000.0	
1351	2C-2	2	12	rfp	1	-3			
1352	2C-2	2	12	rfp	2	-2	119886694325.58682	478000.0	
1353	2C-2	2	12	rfp	2	-3			
1354	2C-2	2	12	rfp	3	-2	188608355926.4462	752000.0	
1355	2C-2	2	12	rfp	3	-3	0.0	0.0	
1356	2C-2	2	12	gfp-rfp	1	-2	2508089839.447423	10000.0	
1357	2C-2	2	12	gfp-rfp	1	-3			
1358	2C-2	2	12	gfp-rfp	2	-2	0.0	0.0	
1359	2C-2	2	12	gfp-rfp	2	-3			
1360	2C-2	2	12	gfp-rfp	3	-2	2508089839.447423	10000.0	
1361	2C-2	2	12	gfp-rfp	3	-3	0.0	0.0	
1362	2C-2	2	12	total	1	-2	48241101589899.625	192342000.0	
1363	2C-2	2	12	total	1	-3			
1364	2C-2	2	12	total	2	-2	36740004822129.516	146486000.0	
1365	2C-2	2	12	total	2	-3			
1366	2C-2	2	12	total	3	-2	59978460420545.67	239140000.0	
1367	2C-2	2	12	total	3	-3	0.0	0.0	
1368	2C-3	2	12	gfp	1	-2	21129038345410.61	223934000.0	
1369	2C-3	2	12	gfp	1	-3			
1370	2C-3	2	12	gfp	2	-2	16335673309178.729	173132000.0	
1371	2C-3	2	12	gfp	2	-3			
1372	2C-3	2	12	gfp	3	-2	20671799516908.19	219088000.0	
1373	2C-3	2	12	gfp	3	-3	0.0	0.0	
1374	2C-3	2	12	rfp	1	-2	165119263285.024	1750000.0	
1375	2C-3	2	12	rfp	1	-3			
1376	2C-3	2	12	rfp	2	-2	109827898550.72453	1164000.0	
1377	2C-3	2	12	rfp	2	-3			
1378	2C-3	2	12	rfp	3	-2	142851751207.72934	1514000.0	
1379	2C-3	2	12	rfp	3	-3	0.0	0.0	
1380	2C-3	2	12	gfp-rfp	1	-2	1509661835.7487907	16000.0	
1381	2C-3	2	12	gfp-rfp	1	-3			
1382	2C-3	2	12	gfp-rfp	2	-2	2264492753.623186	24000.0	
1383	2C-3	2	12	gfp-rfp	2	-3			
1384	2C-3	2	12	gfp-rfp	3	-2	3019323671.4975815	32000.0	
1385	2C-3	2	12	gfp-rfp	3	-3	0.0	0.0	
1386	2C-3	2	12	total	1	-2	21297176932367.13	225716000.0	
1387	2C-3	2	12	total	1	-3			
1388	2C-3	2	12	total	2	-2	16450030193236.7	174344000.0	
1389	2C-3	2	12	total	2	-3			
1390	2C-3	2	12	total	3	-2	20820689915458.918	220666000.0	
1391	2C-3	2	12	total	3	-3	0.0	0.0	
1392	4D-2	2	12	gfp	1	-2	22251392529488.86	108658000.0	
1393	4D-2	2	12	gfp	1	-3			
1394	4D-2	2	12	gfp	2	-2	11490825688073.395	56112000.0	
1395	4D-2	2	12	gfp	2	-3			
1396	4D-2	2	12	gfp	3	-2	18513679554390.562	90406000.0	
1397	4D-2	2	12	gfp	3	-3	0.0	0.0	
1398	4D-2	2	12	rfp	1	-2	6012041284403.67	29358000.0	
1399	4D-2	2	12	rfp	1	-3			
1400	4D-2	2	12	rfp	2	-2	3061517038007.864	14950000.0	
1401	4D-2	2	12	rfp	2	-3			
1402	4D-2	2	12	rfp	3	-2	4893102883355.177	23894000.0	
1403	4D-2	2	12	rfp	3	-3	0.0	0.0	
1404	4D-2	2	12	gfp-rfp	1	-2	36451507208.38794	178000.0	
1405	4D-2	2	12	gfp-rfp	1	-3			
